Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Scott,460,Germany,Female,35,8,102742.91,2,Yes,Yes,50-75K,No
Blair,636,Germany,Male,34,2,40105.51,2,No,Yes,50-75K,No
Monaldo,593,France,Female,29,2,152265.43,1,Yes,No,20-50K,No
Sutherland,801,Spain,Male,42,4,141947.67,1,Yes,Yes,0-20K,No
Cole,640,Germany,Female,75,1,106307.91,2,No,Yes,50-75K,No
Briggs,611,Germany,Male,31,0,107884.81,2,Yes,Yes,50-75K,No
Gregory,802,Germany,Male,31,1,125013.72,1,Yes,Yes,50-75K,No
Bianchi,717,Germany,Male,35,7,58469.37,2,Yes,Yes,50-75K,No
Angelo,769,France,Female,39,8,0.0,1,No,Yes,20-50K,No
Gardiner,745,Germany,Male,45,10,117231.63,3,Yes,Yes,50-75K,Yes
Kerr,572,Spain,Male,35,4,152390.26,1,Yes,No,50-75K,No
Ko,629,Spain,Female,30,2,34013.63,1,Yes,No,0-20K,No
Distefano,687,Spain,Female,39,2,0.0,3,No,No,50-75K,Yes
Farrell,483,France,Female,50,9,0.0,2,Yes,Yes,50-75K,No
Milano,690,France,Male,36,7,101583.11,2,Yes,No,50-75K,No
Ting,492,Germany,Female,30,10,77168.87,2,No,Yes,50-75K,No
Boyd,709,Germany,Male,28,8,124695.72,2,Yes,No,50-75K,No
Onyemaechi,705,Germany,Male,44,3,105934.96,1,Yes,No,50-75K,No
Black,560,France,Female,66,9,0.0,1,Yes,Yes,0-20K,No
Oliver,611,Spain,Male,46,6,0.0,2,Yes,No,20-50K,No
Greco,730,Spain,Male,62,2,0.0,2,Yes,Yes,50-75K,No
Whitehead,709,Spain,Female,45,2,0.0,2,No,Yes,50-75K,No
Ikemefuna,544,France,Female,21,10,161525.96,2,Yes,No,0-20K,No
Morrison,712,Germany,Female,29,7,147199.07,1,Yes,Yes,50-75K,No
Onyeoruru,752,Germany,Male,38,3,183102.29,1,Yes,Yes,50-75K,No
Cunningham,648,Spain,Male,46,9,127209.0,2,Yes,No,50-75K,Yes
Demidov,556,Spain,Male,38,8,0.0,2,No,No,0-20K,Yes
Celis,594,Spain,Female,24,0,97378.54,1,Yes,Yes,50-75K,No
Cheng,645,Germany,Female,37,2,136925.09,2,No,Yes,50-75K,No
Knight,557,France,Male,33,3,54503.55,1,Yes,Yes,0-20K,No
Morin,547,Germany,Male,32,8,155726.85,1,Yes,No,50-75K,No
Mills,701,France,Female,39,9,0.0,2,No,Yes,50-75K,No
Outhwaite,616,France,Female,66,1,135842.41,1,Yes,No,50-75K,Yes
Tung,605,France,Male,52,1,63349.75,1,Yes,No,50-75K,No
Pai,593,Germany,Female,38,4,129499.42,1,Yes,Yes,50-75K,No
Carpenter,751,Spain,Male,52,8,0.0,2,No,Yes,50-75K,No
Fennell,443,Spain,Male,36,6,70438.01,2,No,Yes,50-75K,No
Fontaine,685,France,Male,23,8,0.0,2,Yes,Yes,50-75K,No
Pratt,718,France,Male,36,9,0.0,1,Yes,No,20-50K,No
Mitchell,538,Spain,Female,49,9,141434.04,1,No,No,50-75K,Yes
Franklin,611,Spain,Female,37,4,0.0,2,Yes,No,50-75K,No
K'ung,668,Germany,Male,37,10,152958.29,2,Yes,Yes,50-75K,No
Ko,537,Germany,Female,41,3,138306.34,1,Yes,No,50-75K,No
McKenzie,709,Spain,Male,23,10,0.0,2,No,No,50-75K,No
Pino,850,France,Male,38,1,0.0,2,Yes,Yes,50-75K,No
Fisk,745,Spain,Female,31,3,124328.84,1,Yes,Yes,50-75K,No
Chiang,693,Germany,Female,41,9,181461.48,3,Yes,Yes,50-75K,Yes
Moseley,795,Spain,Male,35,8,0.0,2,Yes,No,50-75K,No
Hsiung,626,Spain,Male,26,8,0.0,2,No,No,50-75K,No
Heath,487,Germany,Female,61,5,110368.03,1,No,No,0-20K,Yes
Dellucci,556,France,Female,39,9,89588.35,1,Yes,Yes,50-75K,No
Li,643,France,Female,46,6,0.0,2,No,No,50-75K,No
De Salis,605,France,Female,28,6,0.0,2,No,No,50-75K,No
T'ang,756,Germany,Female,60,3,115924.89,1,Yes,No,50-75K,Yes
Richardson,586,France,Female,38,2,0.0,2,Yes,No,50-75K,No
Fitch,535,Germany,Male,40,7,111756.5,1,Yes,No,0-20K,Yes
Stevenson,678,France,Female,35,4,0.0,1,Yes,No,50-75K,No
Estes,596,France,Male,39,9,0.0,1,Yes,No,20-50K,No
Lattimore,648,France,Male,26,9,162923.85,1,Yes,No,50-75K,No
Chung,492,Germany,Male,39,10,124576.65,2,Yes,No,50-75K,No
Utz,702,France,Male,45,0,80793.58,1,Yes,Yes,20-50K,No
Wei,486,Germany,Female,40,9,71340.09,1,Yes,No,50-75K,No
Boyle,568,Germany,Male,40,1,99282.63,1,No,No,50-75K,Yes
Nwachinemelu,619,Germany,Male,57,3,137946.39,1,Yes,Yes,50-75K,Yes
Kuznetsova,724,Germany,Male,41,2,127892.57,2,No,Yes,50-75K,No
Pisani,548,Germany,Female,33,0,101084.36,1,Yes,No,20-50K,No
Manna,545,Germany,Female,37,8,114754.08,1,Yes,No,50-75K,Yes
Collier,683,France,Male,33,8,0.0,1,No,No,50-75K,No
Ricci,762,France,Female,51,3,99286.98,1,No,Yes,50-75K,No
Carr,627,Germany,Female,30,4,79871.02,2,Yes,No,50-75K,No
Hs?,516,France,Male,35,10,104088.59,2,No,No,50-75K,No
Findlay,800,France,Female,38,2,168190.33,2,Yes,No,50-75K,No
Hughes,464,Germany,Female,42,3,85679.25,1,Yes,Yes,50-75K,No
Chukwuemeka,626,France,Female,35,3,0.0,1,No,No,50-75K,No
Genovese,790,France,Female,31,9,0.0,2,Yes,No,50-75K,No
Swift,534,France,Female,34,7,121551.58,2,Yes,Yes,50-75K,No
Ugoji,745,France,Male,46,2,122220.19,1,Yes,Yes,50-75K,No
Parkinson,553,Spain,Male,47,3,116528.15,1,No,No,50-75K,Yes
Ross,748,France,Female,26,1,77780.29,1,No,Yes,50-75K,No
Oleary,722,France,Male,37,2,0.0,1,No,No,50-75K,No
Turnbull,501,France,Male,40,4,125832.2,1,Yes,Yes,50-75K,No
Uspensky,675,France,Female,38,6,68065.8,1,No,No,50-75K,Yes
Cook,778,Spain,Female,47,6,127299.34,2,Yes,No,50-75K,No
Newbold,494,Germany,Female,38,7,174937.64,1,Yes,No,20-50K,No
Uchechukwu,850,France,Male,40,9,0.0,2,No,Yes,50-75K,No
Ch'en,592,Spain,Male,31,7,110071.1,1,No,No,20-50K,No
He,590,Spain,Female,44,3,139432.37,1,Yes,No,50-75K,No
Hilton,758,France,Female,39,6,127357.76,1,No,Yes,50-75K,No
Sal,506,France,Male,36,5,0.0,2,Yes,No,50-75K,No
Eluemuno,733,France,Male,33,3,0.0,1,Yes,Yes,0-20K,No
Titus,711,France,Male,38,3,0.0,2,Yes,No,50-75K,No
Yin,514,Germany,Male,43,1,95556.31,1,No,Yes,50-75K,Yes
Lettiere,637,Spain,Male,37,8,0.0,1,Yes,Yes,50-75K,No
Templeman,468,Germany,Male,29,1,111681.98,2,Yes,Yes,50-75K,No
Chibuzo,539,France,Male,39,3,0.0,2,Yes,No,20-50K,No
Sun,509,Spain,Female,25,3,108738.71,2,Yes,No,50-75K,No
Evans,662,France,Female,32,4,133950.37,1,Yes,Yes,20-50K,Yes
Ogbonnaya,818,Spain,Male,26,4,0.0,2,Yes,Yes,50-75K,No
Enyinnaya,608,France,Male,33,9,89968.69,1,Yes,No,50-75K,No
Olisanugo,850,Spain,Female,32,9,0.0,2,Yes,Yes,0-20K,No
Brookes,816,Germany,Female,38,5,130878.75,3,Yes,No,50-75K,Yes
Padovano,536,France,Male,35,8,0.0,2,Yes,No,50-75K,No
Fisk,753,France,Male,35,3,0.0,2,Yes,Yes,50-75K,No
Shih,631,Spain,Male,27,10,134169.62,1,Yes,Yes,50-75K,No
Hare,703,France,Male,37,1,149762.08,1,Yes,No,20-50K,Yes
Muir,774,France,Male,26,2,93844.69,1,Yes,No,20-50K,No
Fanucci,785,France,Male,28,8,0.0,2,Yes,No,50-75K,No
Elewechi,571,France,Female,33,1,0.0,2,Yes,No,50-75K,No
Johnston,621,Germany,Male,46,6,141078.37,1,No,No,20-50K,Yes
Pisano,605,Germany,Female,31,1,117992.59,1,Yes,Yes,50-75K,No
Ankudinov,611,France,Female,40,8,100812.33,2,Yes,No,50-75K,No
Nwokike,569,France,Male,38,7,0.0,1,Yes,Yes,50-75K,No
Smith,658,France,Male,29,4,80262.6,1,Yes,Yes,20-50K,No
Atkins,788,Spain,Male,34,6,156478.62,1,No,Yes,50-75K,No
Burns,525,France,Female,23,5,0.0,2,Yes,No,50-75K,No
Obiuto,798,France,Male,37,8,0.0,3,No,No,50-75K,No
Pirozzi,486,Germany,Male,37,9,115217.99,2,Yes,No,50-75K,No
George,615,Spain,Male,61,9,0.0,2,Yes,No,50-75K,Yes
Lewis,730,France,Female,35,0,155470.55,1,Yes,Yes,50-75K,No
Moran,641,France,Male,37,7,0.0,2,Yes,No,50-75K,No
Dalrymple,542,France,Male,39,3,135096.77,1,Yes,Yes,0-20K,Yes
Carslaw,692,France,Male,30,2,0.0,2,No,Yes,50-75K,No
Kirby,714,Germany,Female,55,9,180075.22,1,Yes,Yes,50-75K,No
Houghton,591,Spain,Male,29,1,97541.24,1,Yes,Yes,50-75K,No
Martin,710,France,Female,41,2,156067.05,1,Yes,Yes,0-20K,No
Tan,639,France,Female,38,4,81550.94,2,No,Yes,50-75K,No
Hsia,531,France,Female,47,6,0.0,1,No,No,50-75K,Yes
Westerberg,673,France,Female,38,2,170061.92,2,No,No,50-75K,Yes
Hale,765,Germany,Male,36,8,92310.54,2,Yes,Yes,50-75K,No
Kryukova,622,France,Female,32,6,169089.38,2,Yes,No,50-75K,No
Sopuluchukwu,806,France,Male,40,5,80613.93,1,Yes,Yes,50-75K,No
Barry,757,Germany,Male,26,8,121581.56,2,Yes,Yes,50-75K,No
Selezneva,570,France,Female,58,8,0.0,1,No,Yes,50-75K,Yes
Chizuoke,555,Spain,Male,32,4,0.0,2,Yes,Yes,50-75K,No
Lueck,692,France,Male,54,5,0.0,2,Yes,Yes,50-75K,No
Udinese,774,France,Male,60,5,85891.55,1,Yes,No,50-75K,Yes
Udobata,638,Spain,Male,44,9,77637.35,2,Yes,Yes,50-75K,No
Freeman,543,Spain,Female,41,4,0.0,1,No,No,50-75K,No
Outlaw,584,France,Male,31,5,0.0,2,Yes,No,20-50K,No
Obiuto,691,Germany,Male,30,7,116927.89,1,Yes,No,20-50K,No
Lo,684,Germany,Female,40,6,137326.65,1,Yes,No,50-75K,No
Okechukwu,733,France,Male,22,5,0.0,2,Yes,Yes,50-75K,No
King,599,Spain,Female,37,2,0.0,2,Yes,Yes,50-75K,No
Forbes,524,Germany,Female,31,10,67238.98,2,Yes,Yes,50-75K,No
Macleod,632,Germany,Female,38,6,86569.76,2,Yes,No,50-75K,No
Gibbs,735,Spain,Male,34,5,0.0,2,No,No,50-75K,No
Isayev,734,France,Male,34,6,133598.4,1,Yes,Yes,0-20K,No
Pisano,605,France,Female,51,3,136188.78,1,Yes,Yes,50-75K,Yes
Belstead,793,Spain,Male,38,9,0.0,2,Yes,No,50-75K,No
Vassiliev,468,France,Female,56,10,0.0,3,No,Yes,50-75K,Yes
Schneider,779,Germany,Male,37,7,120092.52,2,Yes,No,50-75K,No
Mazzanti,698,France,Male,48,4,101238.24,2,No,Yes,50-75K,Yes
Knipe,707,France,Male,58,6,89685.92,1,No,Yes,50-75K,No
Macartney,850,France,Female,35,1,211774.31,1,Yes,No,50-75K,Yes
Madukwe,850,France,Male,56,7,131317.48,1,Yes,Yes,50-75K,No
Watts,527,Spain,Male,37,5,93722.73,2,Yes,Yes,50-75K,No
Humphreys,696,Germany,Male,32,8,101160.99,1,Yes,Yes,50-75K,No
Wu,661,France,Male,48,3,120320.54,1,No,No,50-75K,No
Chin,776,France,Female,31,2,0.0,2,Yes,Yes,50-75K,No
Chesnokova,701,France,Male,43,2,0.0,2,Yes,Yes,50-75K,No
Kung,610,France,Male,26,8,0.0,2,Yes,No,50-75K,No
Lu,572,Germany,Female,48,3,152827.99,1,Yes,No,20-50K,Yes
Nkemakolam,673,France,Male,30,1,64097.75,1,Yes,Yes,50-75K,No
Walton,519,Spain,Female,57,2,119035.35,2,Yes,Yes,20-50K,No
Brookes,702,Spain,Female,26,4,135219.57,1,No,Yes,50-75K,No
Baldwin,729,France,Male,32,6,93694.42,1,Yes,Yes,50-75K,No
Mai,543,Spain,Male,35,10,59408.63,1,Yes,No,50-75K,No
Shih,550,France,Female,40,7,114354.95,1,Yes,No,50-75K,No
He,608,France,Male,59,1,0.0,1,Yes,No,50-75K,Yes
Fiorentini,639,Germany,Male,35,10,128173.9,2,Yes,No,50-75K,No
Lucciano,686,Spain,Male,34,9,0.0,2,Yes,No,50-75K,No
Ferreira,564,Germany,Female,62,5,114931.35,3,No,Yes,0-20K,Yes
Ukaegbunam,745,Germany,Female,28,1,111071.36,1,Yes,No,50-75K,Yes
De Luca,833,France,Male,37,8,151226.18,2,Yes,Yes,50-75K,No
Milne,622,France,Male,26,9,0.0,2,Yes,Yes,50-75K,No
Davide,597,France,Female,42,4,64740.12,1,Yes,Yes,50-75K,No
Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,Yes,No,50-75K,Yes
Little,504,France,Female,49,7,0.0,3,No,Yes,50-75K,Yes
Burns,842,Spain,Female,44,2,112652.08,2,Yes,No,50-75K,No
Paterson,587,France,Male,38,0,0.0,2,Yes,No,20-50K,No
Han,479,Germany,Female,30,7,143964.36,2,Yes,No,20-50K,No
Kryukova,508,France,Male,49,7,122451.46,2,Yes,Yes,50-75K,No
Ijendu,749,France,Male,24,1,0.0,3,Yes,Yes,20-50K,No
Reichard,721,Germany,Female,36,3,65253.07,2,Yes,No,20-50K,No
Day,674,Germany,Male,47,6,106901.94,1,Yes,Yes,0-20K,Yes
Price,685,Spain,Female,25,10,128509.63,1,Yes,No,50-75K,No
Bruce,417,France,Male,34,7,0.0,2,Yes,No,50-75K,No
Sumrall,574,Germany,Male,33,3,129834.67,1,Yes,No,50-75K,No
Lu,590,Spain,Female,51,3,154962.99,3,No,Yes,50-75K,Yes
Lazarev,587,Germany,Male,40,5,138241.9,2,Yes,No,50-75K,No
Miller,598,Germany,Male,41,3,91536.93,1,Yes,No,50-75K,Yes
Wentworth-Shields,741,Spain,Male,53,3,0.0,2,Yes,Yes,20-50K,No
Ritchie,850,Spain,Female,70,5,0.0,1,Yes,Yes,0-20K,No
Mackenzie,584,Germany,Female,29,7,105204.01,1,No,Yes,50-75K,No
Power,650,Spain,Male,61,1,152968.73,1,No,Yes,50-75K,No
Tan,607,Spain,Male,36,8,158261.68,1,Yes,Yes,50-75K,No
Pendergrass,509,France,Female,46,1,0.0,1,Yes,No,50-75K,Yes
Evans,689,Spain,Female,38,6,121021.05,1,Yes,Yes,0-20K,No
Hsia,543,France,Male,36,4,0.0,2,Yes,Yes,50-75K,No
Billson,438,Spain,Female,54,2,0.0,1,No,No,50-75K,Yes
Teng,687,Spain,Female,63,1,137715.66,1,Yes,Yes,20-50K,No
Moretti,737,Germany,Male,31,5,121192.22,2,Yes,Yes,50-75K,No
Jordan,761,France,Male,31,7,0.0,3,Yes,Yes,50-75K,No
Ts'ao,601,France,Male,44,1,100486.18,2,Yes,Yes,50-75K,No
Osborne,651,France,Male,45,1,0.0,1,Yes,No,50-75K,Yes
Carslaw,745,France,Male,35,9,92566.53,2,Yes,No,50-75K,No
Ch'ang,648,Spain,Female,49,10,0.0,2,Yes,Yes,50-75K,Yes
Hung,848,Spain,Male,40,3,110929.96,1,Yes,Yes,20-50K,No
Gordon,546,France,Female,27,8,0.0,2,Yes,Yes,0-20K,No
Obialo,439,Spain,Female,32,3,138901.61,1,Yes,No,50-75K,No
Gray,755,France,Male,30,4,123217.66,2,No,Yes,50-75K,No
Lin,593,France,Female,41,6,0.0,1,Yes,No,50-75K,No
Hopkins,701,France,Male,39,2,0.0,2,Yes,Yes,50-75K,No
Dobson,701,Spain,Male,36,8,0.0,2,Yes,No,50-75K,No
McKay,607,Spain,Female,33,2,108431.87,2,No,Yes,50-75K,Yes
Revell,586,Spain,Female,57,3,0.0,2,No,Yes,0-20K,No
Rickards,547,Germany,Female,30,9,72392.41,1,Yes,No,50-75K,No
Begum,647,Germany,Female,51,1,119741.77,2,No,No,50-75K,Yes
Onyinyechukwuka,760,France,Female,51,2,100946.71,1,No,No,50-75K,Yes
Zuyev,621,Spain,Male,53,9,170491.84,1,Yes,No,20-50K,Yes
Nwankwo,725,France,Male,44,5,0.0,1,Yes,Yes,50-75K,No
Hao,526,France,Male,36,1,0.0,1,Yes,No,50-75K,No
Ma,519,Spain,Female,47,6,157296.02,2,No,No,50-75K,Yes
Okwuadigbo,713,Germany,Female,38,7,144606.22,1,Yes,Yes,50-75K,Yes
Mitchell,700,France,Male,38,8,134811.3,1,Yes,No,0-20K,No
Chan,666,France,Female,34,9,115897.12,1,Yes,Yes,20-50K,No
Buchi,630,Spain,Male,32,4,82034.0,1,No,No,50-75K,No
Greco,779,Spain,Female,26,4,174318.13,2,No,Yes,20-50K,No
Lombardi,611,Germany,Female,41,2,114206.84,1,Yes,No,50-75K,No
Uchenna,685,Spain,Male,43,9,0.0,2,Yes,No,50-75K,No
Coffman,646,Germany,Male,39,9,111574.41,1,Yes,Yes,20-50K,No
Alexandrova,683,Germany,Female,57,5,162448.69,1,No,No,0-20K,Yes
Fallaci,484,Germany,Female,34,4,148249.54,1,No,Yes,20-50K,No
Hudson,601,France,Female,43,8,0.0,3,No,Yes,50-75K,Yes
Mai,762,Spain,Female,26,7,123709.46,2,Yes,Yes,50-75K,No
Stout,687,France,Female,72,9,0.0,1,No,Yes,50-75K,No
Burke,566,France,Male,30,5,0.0,1,Yes,No,50-75K,Yes
Chadwick,702,France,Male,37,10,150525.8,1,Yes,Yes,50-75K,No
Lawrence,601,France,Male,29,9,0.0,1,Yes,Yes,50-75K,No
Bellucci,699,France,Male,53,4,0.0,2,No,Yes,50-75K,No
Harper,584,France,Male,28,10,0.0,2,Yes,No,0-20K,No
Boyle,699,France,Male,35,5,0.0,2,Yes,Yes,50-75K,No
Duncan,698,Germany,Female,51,2,111018.98,1,Yes,No,50-75K,No
Moss,495,France,Male,30,10,129755.99,1,No,No,50-75K,No
Avdeyeva,650,France,Female,27,6,0.0,2,Yes,No,0-20K,No
Crawford,605,France,Female,64,2,129555.7,1,Yes,Yes,0-20K,No
Lynton,667,Spain,Male,38,1,87202.38,1,Yes,Yes,50-75K,No
Duncan,688,Germany,Male,26,8,146133.39,1,Yes,Yes,50-75K,No
Gether,727,Spain,Female,31,0,0.0,1,Yes,No,50-75K,Yes
Davidson,754,Spain,Male,39,6,170184.99,2,Yes,No,50-75K,No
Larionova,612,Germany,Female,62,8,140745.33,1,Yes,No,50-75K,Yes
Loggia,546,Spain,Male,42,7,139070.51,1,Yes,Yes,50-75K,No
Steinhoff,673,Spain,Female,37,8,0.0,2,Yes,Yes,50-75K,No
Guerra,593,France,Male,35,9,114193.24,1,Yes,No,50-75K,No
Pai,656,Spain,Female,40,10,167878.5,1,No,Yes,50-75K,No
Craig,535,Germany,Female,53,5,141616.55,2,Yes,Yes,50-75K,No
Lazareva,678,Germany,Male,36,3,145747.67,2,No,Yes,50-75K,No
Ch'iu,477,Spain,Female,48,2,129120.64,1,No,Yes,20-50K,No
Alderete,850,Spain,Male,35,7,110349.82,1,No,No,50-75K,No
Kung,427,France,Male,29,1,141325.56,1,Yes,Yes,50-75K,No
Palermo,752,France,Male,49,2,78653.84,1,Yes,No,0-20K,No
Ts'ai,649,France,Male,47,1,0.0,2,Yes,Yes,50-75K,No
Rahman,799,Spain,Female,28,3,142253.65,1,Yes,No,20-50K,No
McMillan,589,France,Female,61,1,0.0,1,Yes,No,50-75K,Yes
Pickering,583,Germany,Female,54,6,115988.86,1,Yes,No,50-75K,Yes
Mirams,839,Spain,Female,33,10,75592.43,1,Yes,No,50-75K,No
Tsao,540,Germany,Male,44,3,164113.04,2,Yes,Yes,0-20K,No
Douglas,850,France,Male,31,6,67996.23,2,No,No,50-75K,Yes
Jideofor,696,Spain,Female,51,5,0.0,2,Yes,No,50-75K,No
Bell,660,Spain,Female,33,1,0.0,2,No,No,50-75K,No
Mairinger,682,France,Male,48,1,138778.15,1,No,Yes,50-75K,No
McIntyre,744,France,Female,43,10,147832.15,1,No,Yes,20-50K,No
Pagnotto,785,France,Female,36,4,135438.4,1,No,No,50-75K,No
K'ung,752,Spain,Male,48,5,116060.08,1,Yes,No,50-75K,Yes
Feng,706,France,Female,29,5,112564.62,1,Yes,No,20-50K,No
Donaldson,583,France,Female,27,1,125406.58,1,Yes,Yes,50-75K,No
Chambers,660,Germany,Female,39,5,135134.99,1,Yes,No,50-75K,Yes
Marcelo,819,France,Female,39,9,133102.92,1,Yes,No,20-50K,Yes
Ejimofor,673,France,Female,34,8,42157.08,1,Yes,No,20-50K,Yes
Dale,752,France,Female,30,3,0.0,2,Yes,Yes,50-75K,No
Pokrovsky,578,France,Male,38,7,82259.29,1,Yes,No,0-20K,No
Stonebraker,438,France,Female,36,4,0.0,2,Yes,No,50-75K,No
Liang,652,France,Male,38,6,0.0,2,Yes,Yes,50-75K,No
Anderson,629,France,Female,49,4,0.0,2,Yes,Yes,50-75K,No
Christian,720,France,Male,52,7,0.0,1,Yes,Yes,0-20K,No
Mao,668,France,Male,42,3,150461.07,1,Yes,No,50-75K,No
Campbell,459,Germany,Male,48,4,133994.52,1,Yes,Yes,0-20K,Yes
Ginikanwa,729,Spain,Male,31,8,164870.81,2,Yes,Yes,0-20K,No
Toscani,498,Germany,Male,25,8,121702.73,1,Yes,Yes,50-75K,No
Nnachetam,549,Spain,Male,25,6,193858.2,1,No,Yes,20-50K,No
Sagese,601,Germany,Female,54,1,131039.97,2,Yes,Yes,50-75K,No
Fleming,544,France,Male,64,9,113829.45,1,Yes,Yes,50-75K,No
Grubb,751,France,Female,30,6,0.0,2,Yes,No,0-20K,No
Napolitani,632,Germany,Female,41,3,81877.38,1,Yes,Yes,20-50K,No
Anenechi,694,Spain,Male,57,8,116326.07,1,Yes,Yes,50-75K,No
Chandler,678,France,Male,31,2,0.0,2,Yes,Yes,50-75K,No
Howells,695,France,Male,46,4,0.0,2,Yes,Yes,50-75K,No
Akeroyd,661,France,Female,41,1,0.0,2,No,Yes,50-75K,No
Onwumelu,661,France,Male,33,9,0.0,2,Yes,Yes,50-75K,No
Wallace,559,France,Female,31,3,127070.73,1,No,Yes,50-75K,No
Uwaezuoke,503,France,Male,29,3,0.0,2,Yes,Yes,50-75K,No
Loyau,695,Spain,Male,46,3,122549.64,1,Yes,Yes,50-75K,No
Small,640,France,Female,42,5,176099.13,1,Yes,Yes,0-20K,No
Bledsoe,624,Germany,Female,48,3,122388.38,2,No,No,20-50K,No
Kao,667,France,Male,42,9,0.0,2,No,Yes,50-75K,No
Wickens,642,France,Male,26,0,0.0,1,No,No,20-50K,No
Wertheim,640,Spain,Female,32,6,118879.35,2,Yes,Yes,0-20K,No
He,529,Spain,Male,35,5,0.0,2,Yes,Yes,50-75K,No
Jarvis,563,France,Female,39,5,0.0,2,Yes,Yes,0-20K,No
P'an,593,Spain,Female,38,4,88736.44,2,Yes,No,50-75K,No
Repina,739,Germany,Male,45,7,102703.62,1,No,Yes,50-75K,Yes
Pugliesi,788,Spain,Female,70,1,0.0,2,Yes,Yes,20-50K,No
Blakey,684,Spain,Female,38,3,0.0,2,Yes,No,20-50K,No
Nucci,482,France,Male,55,5,97318.25,1,No,Yes,50-75K,No
Higinbotham,591,Spain,Male,58,5,128468.69,1,No,Yes,50-75K,No
Achebe,651,Germany,Female,41,4,133432.59,1,No,Yes,50-75K,No
Russo,749,Germany,Female,40,8,141782.57,2,No,No,50-75K,No
Trevisani,583,France,Male,24,9,135125.28,1,No,No,50-75K,No
Dobie,661,Spain,Male,42,2,178820.91,1,No,No,20-50K,Yes
Maccallum,715,France,Female,31,2,112212.14,2,Yes,Yes,50-75K,No
Watkins,769,Germany,Female,45,5,126674.81,1,Yes,No,50-75K,Yes
Mitchel,625,France,Female,51,7,136294.97,1,Yes,No,20-50K,Yes
Ferdinand,641,France,Female,36,5,66392.64,1,Yes,No,20-50K,No
Otitodilinna,716,Germany,Male,27,1,122552.34,2,Yes,No,50-75K,No
Mamelu,767,France,Male,43,1,76408.85,2,Yes,No,50-75K,No
Beneventi,745,Germany,Male,36,8,145071.24,1,No,No,0-20K,No
Perrodin,589,France,Male,34,6,0.0,2,Yes,Yes,50-75K,No
Chinagorom,796,France,Female,45,2,109730.22,1,Yes,Yes,50-75K,No
Napolitano,664,France,Male,57,6,0.0,2,Yes,Yes,0-20K,No
Edgar,445,Spain,Male,62,1,64119.38,1,Yes,Yes,50-75K,Yes
Walker,543,Germany,Female,57,1,106138.33,2,Yes,Yes,50-75K,Yes
Steele,746,Spain,Male,36,2,0.0,2,Yes,Yes,0-20K,No
Elkins,742,Germany,Male,33,0,181656.51,1,Yes,Yes,50-75K,No
Hao,750,France,Female,32,5,0.0,2,Yes,No,50-75K,No
Toscano,669,France,Male,30,7,95128.86,1,No,No,0-20K,No
Savage,594,Spain,Female,49,2,126615.94,2,No,Yes,50-75K,No
Okwuadigbo,574,Spain,Male,36,1,0.0,2,No,Yes,50-75K,No
Mordvinova,659,Germany,Male,36,2,76190.48,2,Yes,Yes,50-75K,No
Welch,750,Germany,Male,40,5,168286.81,3,Yes,No,20-50K,Yes
Kent,626,Germany,Male,35,4,88109.81,1,Yes,Yes,20-50K,No
Campbell,620,France,Male,42,4,0.0,2,Yes,No,0-20K,No
Cooper,580,France,Female,35,8,0.0,2,No,Yes,0-20K,No
Mazzi,686,France,Female,34,3,123971.51,2,Yes,No,50-75K,No
Fisher,540,France,Male,48,0,148116.48,1,No,No,50-75K,No
Summers,634,Germany,Male,35,6,116269.01,1,Yes,No,50-75K,No
Brady,632,Spain,Male,38,1,120599.21,1,Yes,No,50-75K,No
Nicholls,501,France,Female,41,3,144260.5,1,Yes,No,50-75K,No
Yuan,650,Spain,Female,25,3,86605.5,3,Yes,No,0-20K,Yes
Robinson,786,France,Male,34,9,0.0,2,Yes,No,50-75K,No
Golubov,554,Germany,Female,37,4,58629.97,1,No,No,50-75K,No
Chen,701,Spain,Female,42,5,0.0,2,No,No,20-50K,No
Oldham,474,France,Male,45,10,0.0,2,No,No,50-75K,No
Kambinachi,621,France,Female,43,5,0.0,1,Yes,Yes,20-50K,No
Fleming,672,Spain,Female,56,2,209767.31,2,Yes,Yes,50-75K,Yes
Cunningham,459,Spain,Female,42,6,129634.25,2,Yes,Yes,50-75K,Yes
Obinna,669,France,Male,23,1,0.0,2,No,No,50-75K,No
Chinwemma,776,France,Female,38,2,169824.46,1,Yes,No,50-75K,No
Carpenter,694,France,Male,36,3,97530.25,1,Yes,Yes,50-75K,No
Yin,787,France,Female,42,10,145988.65,2,Yes,Yes,50-75K,No
Olsen,580,France,Male,37,9,0.0,2,No,Yes,50-75K,No
Ts'ai,711,France,Female,25,7,0.0,3,Yes,Yes,0-20K,No
Jen,673,France,Female,40,5,137494.28,1,Yes,No,50-75K,No
Preston,499,France,Female,57,1,0.0,1,No,No,50-75K,Yes
Ozioma,591,France,Male,24,6,147360.0,1,Yes,Yes,20-50K,No
Cody,769,France,Female,25,10,0.0,2,No,No,50-75K,No
Ponomarev,657,Spain,Male,31,3,125167.02,1,No,No,50-75K,No
Martin,738,Germany,Male,43,9,121152.05,2,Yes,No,50-75K,Yes
Milani,545,Germany,Female,60,7,128981.07,1,No,Yes,50-75K,Yes
